arquivo,melhor_iou,brilho
20201229_132153675380_png_jpg.rf.5af35dc0da59c0d91178f94982efaee8.jpg,0.9369999766349792,125.7
17750975_jpg.rf.40818068d538a9d2cc1fe702e7c7757a.jpg,0.9390000104904175,77.9
20555080_jpg.rf.9b6b4fdbf40067824c154ebe55be8a86.jpg,0.9390000104904175,103.9
20201229_132332422195_png_jpg.rf.170c278ea5eeb5335b6a41089154cdaf.jpg,0.9390000104904175,132.6
20201229_132340467267_png_jpg.rf.6cf6aafd0839d21db75e27dbf7e62c77.jpg,0.9390000104904175,138.7
17729414_jpg.rf.161fbee1cf7996f1ffeaf949f71e374c.jpg,0.9399999976158142,71.9
20201229_132215383203_png_jpg.rf.fc4c732cb6cd790c73de10ba907f2136.jpg,0.9409999847412109,123.0
DCAM0056_JPG_jpg.rf.6c9b2039ba5ba6919ccdbc5689f8c250.jpg,0.9409999847412109,93.7
20201229_132325165805_png_jpg.rf.6ed599e019318d4893e586f8bcac42ae.jpg,0.9409999847412109,141.6
20201230_081434997108_png_jpg.rf.25cc4949bee0dce4529521efeafb1295.jpg,0.9419999718666077,136.2
20201229_132316713148_png_jpg.rf.0a890f2d4d1f59ec3b0f74008224c693.jpg,0.9430000185966492,122.0
20201229_132400553932_png_jpg.rf.c9a60a72ff433a72e8aa826f5b3a1400.jpg,0.9430000185966492,129.6
20201229_132129564436_png_jpg.rf.34ad30bbb74fa32167399e44a97b02ff.jpg,0.9459999799728394,142.7
20201230_081443179479_png_jpg.rf.eea48b9d67a3816ed4d157342ac20938.jpg,0.9470000267028809,131.6
plate3_jpg.rf.353702e2396fb3483baadac58cece337.jpg,0.9490000009536743,3.9
17913575_jpg.rf.43d9e8e918d79b07db097cc0048f1dcb.jpg,0.949999988079071,93.9
20201229_132341690268_png_jpg.rf.9b48a05dee8ffd87f3895dd105ad140b.jpg,0.9509999752044678,136.0
20201229_132213908905_png_jpg.rf.5eae56966db0328e4ca79b96363941f6.jpg,0.9509999752044678,123.3
